body_type,body_type_name,local_body_code,local_body_name,assembly_constituency_no,assembly_constituency,mapped_wards_in_constituency,total_mapped_wards,dominant_share,split_constituencies,udf_wins,ldf_wins,nda_wins,oth_wins,ruling_front,ruling_front_count,second_front,second_front_count,third_front,third_front_count
G,Grama Panchayat,G03036,Aruvappulam Gramapanchayath,114,Konni,15,15,1.0000,1,8,4,2,1,UDF,8,LDF,4,NDA,2
G,Grama Panchayat,G03037,Pramadam Gramapanchayath,114,Konni,20,20,1.0000,1,10,5,3,2,UDF,10,LDF,5,NDA,3
G,Grama Panchayat,G03038,Mylapra Gramapanchayath,114,Konni,10,14,0.7143,2,8,2,3,1,UDF,8,NDA,3,LDF,2
G,Grama Panchayat,G03039,Vallikkodu Gramapanchayath,114,Konni,16,16,1.0000,1,9,5,2,0,UDF,9,LDF,5,NDA,2
G,Grama Panchayat,G03040,Thannithodu Gramapanchayath,114,Konni,14,14,1.0000,1,11,2,0,1,UDF,11,LDF,2,OTH,1
G,Grama Panchayat,G03041,Malayalapuzha Gramapanchayath,114,Konni,14,14,1.0000,1,3,8,2,1,LDF,8,UDF,3,NDA,2
G,Grama Panchayat,G03042,Panthalam Thekkekkara Grampanchayat,115,Adoor,15,15,1.0000,1,2,4,9,0,NDA,9,LDF,4,UDF,2
G,Grama Panchayat,G03044,Thumpamon Grampanchayat,115,Adoor,14,14,1.0000,1,12,0,1,1,UDF,12,NDA,1,OTH,1
G,Grama Panchayat,G03045,Kulanada Gramapanchayath,113,Aranmula,17,17,1.0000,1,1,8,4,4,LDF,8,NDA,4,OTH,4
G,Grama Panchayat,G03046,Aranmula Gramapanchayath,113,Aranmula,19,19,1.0000,1,8,6,5,0,UDF,8,LDF,6,NDA,5
G,Grama Panchayat,G03047,Mezhuvely Gramapanchayath,113,Aranmula,14,14,1.0000,1,9,5,0,0,UDF,9,LDF,5,,
G,Grama Panchayat,G03048,Enadimangalam Gramapanchayath,114,Konni,15,16,0.9375,2,7,6,3,0,UDF,7,LDF,6,NDA,3
G,Grama Panchayat,G03049,Earathu Gramapanchayath,115,Adoor,17,17,1.0000,1,8,5,3,1,UDF,8,LDF,5,NDA,3
G,Grama Panchayat,G03050,Ezhamkulam Gramapanchayath,115,Adoor,21,21,1.0000,1,13,6,2,0,UDF,13,LDF,6,NDA,2
G,Grama Panchayat,G03051,Kadambanad Gramapanchayath,115,Adoor,17,17,1.0000,1,7,10,0,1,LDF,10,UDF,7,OTH,1
G,Grama Panchayat,G03052,Kalanjoor Gramapanchayath,114,Konni,20,20,1.0000,1,7,9,4,0,LDF,9,UDF,7,NDA,4
G,Grama Panchayat,G03053,Kodumon Gramapanchayath,115,Adoor,10,19,0.5263,2,9,8,1,1,UDF,9,LDF,8,NDA,1
G,Grama Panchayat,G03054,Pallikkal Grampanchayat,115,Adoor,24,24,1.0000,1,6,12,6,0,LDF,12,UDF,6,NDA,6
G,Grama Panchayat,G04001,Arukutty Grama Panchayath,102,Aroor,15,15,1.0000,1,6,7,1,1,LDF,7,UDF,6,NDA,1
G,Grama Panchayat,G04002,Chennam Pallipuram grama panchayat,102,Aroor,19,19,1.0000,1,7,5,7,0,UDF,7,NDA,7,LDF,5
G,Grama Panchayat,G04003,Panavalli grama panchayat,102,Aroor,20,20,1.0000,1,3,12,4,1,LDF,12,NDA,4,UDF,3
G,Grama Panchayat,G04004,Perumbalam Grama Panchayat,102,Aroor,14,14,1.0000,1,1,11,2,0,LDF,11,NDA,2,UDF,1
G,Grama Panchayat,G04005,Thaikkattussery Grama Panchayath,102,Aroor,16,16,1.0000,1,6,7,3,0,LDF,7,UDF,6,NDA,3
G,Grama Panchayat,G04006,Aroor Grama Panchayath,102,Aroor,24,24,1.0000,1,16,6,1,1,UDF,16,LDF,6,NDA,1
G,Grama Panchayat,G04007,Ezhupunna gram panchayat,102,Aroor,16,16,1.0000,1,9,5,1,1,UDF,9,LDF,5,NDA,1
G,Grama Panchayat,G04008,Kuthiyathodu grama panchayat,102,Aroor,17,17,1.0000,1,6,7,4,0,LDF,7,UDF,6,NDA,4
G,Grama Panchayat,G04009,Kodamthuruthu gram panchayat,102,Aroor,18,18,1.0000,1,1,10,6,1,LDF,10,NDA,6,UDF,1
G,Grama Panchayat,G04010,Thuravoor Gramapanchayat,75,Angamaly,16,16,1.0000,1,6,10,3,0,LDF,10,UDF,6,NDA,3
G,Grama Panchayat,G04011,Pattanakkad Grama Panchayat,103,Cherthala,21,21,1.0000,1,13,8,0,0,UDF,13,LDF,8,,
G,Grama Panchayat,G04012,Vayalar Grama Panchayath,103,Cherthala,17,17,1.0000,1,3,14,0,0,LDF,14,UDF,3,,
G,Grama Panchayat,G04013,Kanjikuzhi grama panchayat,103,Cherthala,19,19,1.0000,1,2,17,0,0,LDF,17,UDF,2,,
G,Grama Panchayat,G04014,Cherthala south Grama Panchayat,103,Cherthala,24,24,1.0000,1,13,10,1,0,UDF,13,LDF,10,NDA,1
G,Grama Panchayat,G04015,Mararikulam North Grama Panchayat,104,Alappuzha,20,20,1.0000,1,9,10,1,0,LDF,10,UDF,9,NDA,1
G,Grama Panchayat,G04016,Kadakarappally Grama Panchayat,103,Cherthala,14,14,1.0000,1,7,5,1,1,UDF,7,LDF,5,NDA,1
G,Grama Panchayat,G04017,Thanneermukkam grama panchayat,103,Cherthala,24,24,1.0000,1,6,15,3,0,LDF,15,UDF,6,NDA,3
G,Grama Panchayat,G04018,Aryad gram panchayat,104,Alappuzha,20,20,1.0000,1,3,16,0,1,LDF,16,UDF,3,OTH,1
G,Grama Panchayat,G04019,Mannancherry Grama Panchayat,104,Alappuzha,24,24,1.0000,1,8,12,0,4,LDF,12,UDF,8,OTH,4
G,Grama Panchayat,G04020,Mararikulam South Grama Panchayat,104,Alappuzha,24,24,1.0000,1,7,15,1,1,LDF,15,UDF,7,NDA,1
G,Grama Panchayat,G04021,Muhamma gram panchayat,103,Cherthala,18,18,1.0000,1,5,12,0,1,LDF,12,UDF,5,OTH,1
G,Grama Panchayat,G04022,Ambalapuzha South Grama Panchayat,105,Ambalappuzha,17,17,1.0000,1,5,7,4,1,LDF,7,UDF,5,NDA,4
G,Grama Panchayat,G04023,Ambalapuzha North Grama Panchayat,105,Ambalappuzha,20,20,1.0000,1,3,9,1,7,LDF,9,OTH,7,UDF,3
G,Grama Panchayat,G04024,Punnapra South grama panchayat,105,Ambalappuzha,19,19,1.0000,1,11,4,4,0,UDF,11,LDF,4,NDA,4
G,Grama Panchayat,G04025,Punnapra North grama panchayat,105,Ambalappuzha,19,19,1.0000,1,3,10,6,0,LDF,10,NDA,6,UDF,3
G,Grama Panchayat,G04026,Purakkad Grama Panchayat,105,Ambalappuzha,19,19,1.0000,1,9,6,3,1,UDF,9,LDF,6,NDA,3
G,Grama Panchayat,G04027,Edathwa grama panchayat,106,Kuttanad,15,15,1.0000,1,10,1,1,3,UDF,10,OTH,3,LDF,1
G,Grama Panchayat,G04028,Kainakari gram panchayat,106,Kuttanad,15,15,1.0000,1,7,6,0,2,UDF,7,LDF,6,OTH,2
G,Grama Panchayat,G04029,Champakulam Grama Panchayath,106,Kuttanad,14,14,1.0000,1,9,3,1,1,UDF,9,LDF,3,NDA,1
G,Grama Panchayat,G04030,Thakazhy Grama Panchayat,106,Kuttanad,12,15,0.8000,2,5,4,5,1,UDF,5,NDA,5,LDF,4
G,Grama Panchayat,G04031,Thalavady Grama Panchayat,106,Kuttanad,15,15,1.0000,1,7,6,3,0,UDF,7,LDF,6,NDA,3
G,Grama Panchayat,G04032,Nedumudi village panchayat,106,Kuttanad,15,15,1.0000,1,6,9,0,0,LDF,9,UDF,6,,
G,Grama Panchayat,G04033,Kavalam gram panchayat,106,Kuttanad,14,14,1.0000,1,2,9,1,2,LDF,9,UDF,2,OTH,2
G,Grama Panchayat,G04034,Pulinkunnu grama panchayat,106,Kuttanad,16,16,1.0000,1,6,5,3,2,UDF,6,LDF,5,NDA,3
G,Grama Panchayat,G04035,Neelamperoor gram panchayat,106,Kuttanad,14,14,1.0000,1,2,4,7,1,NDA,7,LDF,4,UDF,2
G,Grama Panchayat,G04036,Muttar Grama Panchayat,106,Kuttanad,14,14,1.0000,1,9,4,1,0,UDF,9,LDF,4,NDA,1
G,Grama Panchayat,G04037,Ramankari Grama Panchayat,106,Kuttanad,14,14,1.0000,1,6,4,3,1,UDF,6,LDF,4,NDA,3
G,Grama Panchayat,G04038,Veliyanadu grama panchayat,106,Kuttanad,14,14,1.0000,1,5,8,1,0,LDF,8,UDF,5,NDA,1
G,Grama Panchayat,G04040,Ala Grama Panchayat,110,Chengannur,14,14,1.0000,1,5,3,4,2,UDF,5,NDA,4,LDF,3
G,Grama Panchayat,G04042,Budhanoor Grama Panchayat,110,Chengannur,15,15,1.0000,1,2,5,7,1,NDA,7,LDF,5,UDF,2
G,Grama Panchayat,G04043,Pandanad grama panchayat,110,Chengannur,14,14,1.0000,1,6,2,3,3,UDF,6,NDA,3,OTH,3
G,Grama Panchayat,G04044,Thiruvnavandoor Grama Panchayat,110,Chengannur,14,14,1.0000,1,4,2,5,3,NDA,5,UDF,4,OTH,3
G,Grama Panchayat,G04045,Mulakkuzha grama panchayat,110,Chengannur,19,19,1.0000,1,5,8,6,0,LDF,8,NDA,6,UDF,5
G,Grama Panchayat,G04046,Venmony gram panchayat,110,Chengannur,15,15,1.0000,1,2,8,4,1,LDF,8,NDA,4,UDF,2
G,Grama Panchayat,G04047,Karthikapally gram panchayat,107,Haripad,14,14,1.0000,1,3,4,6,1,NDA,6,LDF,4,UDF,3
G,Grama Panchayat,G04048,Trikkunnappuzha grama panchayath,107,Haripad,18,18,1.0000,1,8,7,1,2,UDF,8,LDF,7,OTH,2
G,Grama Panchayat,G04049,Kumarapuram gram panchayat,107,Haripad,16,16,1.0000,1,5,8,3,0,LDF,8,UDF,5,NDA,3
G,Grama Panchayat,G04050,Karuvatta Grama Panchayath,107,Haripad,16,16,1.0000,1,7,7,2,0,UDF,7,LDF,7,NDA,2
G,Grama Panchayat,G04053,Cheruthana Grama Panchayath,107,Haripad,14,14,1.0000,1,4,7,3,0,LDF,7,UDF,4,NDA,3
G,Grama Panchayat,G04054,Veeyapuram Grama Panchayath,106,Kuttanad,14,14,1.0000,1,6,4,3,1,UDF,6,LDF,4,NDA,3
G,Grama Panchayat,G04055,Mavelikkara Thekkakkara Grama Panchayat,109,Mavelikara,20,20,1.0000,1,0,14,5,1,LDF,14,NDA,5,OTH,1
G,Grama Panchayat,G04056,Chettikulangara Grama Panchayat,108,Kayamkulam,22,22,1.0000,1,2,11,8,1,LDF,11,NDA,8,UDF,2
G,Grama Panchayat,G04057,Chennithala Thripperumthura gram panchayat,110,Chengannur,19,19,1.0000,1,5,6,7,1,NDA,7,LDF,6,UDF,5
G,Grama Panchayat,G04058,Thazhakkara grama panchayat,109,Mavelikara,22,22,1.0000,1,5,11,4,2,LDF,11,UDF,5,NDA,4
G,Grama Panchayat,G04059,Mannar grama panchayat,110,Chengannur,19,19,1.0000,1,5,8,5,1,LDF,8,UDF,5,NDA,5
G,Grama Panchayat,G04060,Chunakkara grama panchayat,109,Mavelikara,17,17,1.0000,1,4,9,3,1,LDF,9,UDF,4,NDA,3
G,Grama Panchayat,G04061,Nooranadu grama panchayat,109,Mavelikara,18,18,1.0000,1,5,11,1,1,LDF,11,UDF,5,NDA,1
G,Grama Panchayat,G04062,Palamel gram panchayat,109,Mavelikara,21,21,1.0000,1,8,8,2,3,UDF,8,LDF,8,OTH,3
G,Grama Panchayat,G04063,Bharanikkavu Gram Panchayat,108,Kayamkulam,22,22,1.0000,1,7,14,1,0,LDF,14,UDF,7,NDA,1
G,Grama Panchayat,G04065,Vallikkunnam grama panchayat,109,Mavelikara,20,20,1.0000,1,7,7,5,1,UDF,7,LDF,7,NDA,5
G,Grama Panchayat,G04066,Pathiyoor gram panchayat,108,Kayamkulam,21,21,1.0000,1,3,18,0,0,LDF,18,UDF,3,,
G,Grama Panchayat,G04067,Kandalloor Grama Panchayat,108,Kayamkulam,15,15,1.0000,1,4,10,1,0,LDF,10,UDF,4,NDA,1
G,Grama Panchayat,G04068,Cheppad Grama Panchayat,107,Haripad,16,16,1.0000,1,7,7,1,1,UDF,7,LDF,7,NDA,1
G,Grama Panchayat,G04069,Muthukulam gram panchayat,107,Haripad,16,16,1.0000,1,10,5,1,0,UDF,10,LDF,5,NDA,1
G,Grama Panchayat,G04070,Arattupuzha grama panchayath,107,Haripad,19,19,1.0000,1,10,6,2,1,UDF,10,LDF,6,NDA,2
G,Grama Panchayat,G04071,Krishnapuram Gram panchayat,108,Kayamkulam,18,18,1.0000,1,8,5,5,0,UDF,8,LDF,5,NDA,5
G,Grama Panchayat,G04072,Devikulangara Grama Panchayat,108,Kayamkulam,16,16,1.0000,1,6,7,3,0,LDF,7,UDF,6,NDA,3
G,Grama Panchayat,G04073,Chingoli gram panchayat,107,Haripad,14,14,1.0000,1,5,6,2,1,LDF,6,UDF,5,NDA,2
G,Grama Panchayat,G05001,Thalayazham Gramapanchayath,95,Vaikom,16,16,1.0000,1,5,10,0,1,LDF,10,UDF,5,OTH,1
G,Grama Panchayat,G05002,Chempu Gramapanchayath,95,Vaikom,16,16,1.0000,1,9,7,0,0,UDF,9,LDF,7,,
G,Grama Panchayat,G05003,Maravanthuruthu Grama Panchayat,95,Vaikom,16,16,1.0000,1,7,8,0,1,LDF,8,UDF,7,OTH,1
G,Grama Panchayat,G05004,TV Puram Grama Panchayat,95,Vaikom,15,15,1.0000,1,4,11,0,0,LDF,11,UDF,4,,
G,Grama Panchayat,G05005,Vechoor Grampanchayat,95,Vaikom,14,14,1.0000,1,4,9,0,1,LDF,9,UDF,4,OTH,1
G,Grama Panchayat,G05006,Udayanapuram Gramapanchayath,95,Vaikom,18,18,1.0000,1,5,11,1,1,LDF,11,UDF,5,NDA,1
G,Grama Panchayat,G05007,Kaduthuruthy Gramapanchayath,94,Kaduthuruthy,20,20,1.0000,1,9,7,1,3,UDF,9,LDF,7,OTH,3
G,Grama Panchayat,G05008,Kallara Grampanchayat,131,Vamanapuram,18,18,1.0000,1,6,4,3,1,UDF,6,LDF,4,NDA,3
G,Grama Panchayat,G05009,Mulakkulam Gramapanchayath,94,Kaduthuruthy,18,18,1.0000,1,10,6,1,1,UDF,10,LDF,6,NDA,1
G,Grama Panchayat,G05010,Njeezhoor Gramapanchayat,94,Kaduthuruthy,15,15,1.0000,1,11,2,0,2,UDF,11,LDF,2,OTH,2
G,Grama Panchayat,G05011,Thalayolaparambu Gramapanchayath,95,Vaikom,17,17,1.0000,1,12,2,0,3,UDF,12,OTH,3,LDF,2
G,Grama Panchayat,G05012,Velloor Grama Panchayat,95,Vaikom,17,17,1.0000,1,6,8,1,2,LDF,8,UDF,6,OTH,2
G,Grama Panchayat,G05013,Neendoor Gramapanchayat,96,Ettumanoor,15,15,1.0000,1,8,5,1,1,UDF,8,LDF,5,NDA,1
G,Grama Panchayat,G05014,Kumarakom Gramapanchayath,96,Ettumanoor,16,16,1.0000,1,4,8,3,1,LDF,8,UDF,4,NDA,3
G,Grama Panchayat,G05015,Thiruvarppu Gramapanchayat,96,Ettumanoor,18,19,0.9474,2,5,13,0,1,LDF,13,UDF,5,OTH,1
G,Grama Panchayat,G05016,Arpookkara Gramapanchayath,96,Ettumanoor,17,17,1.0000,1,13,1,2,1,UDF,13,NDA,2,LDF,1
G,Grama Panchayat,G05017,Athirampuzha Gramapanchayath,96,Ettumanoor,24,24,1.0000,1,18,4,0,2,UDF,18,LDF,4,OTH,2
G,Grama Panchayat,G05019,Aymanam Gramapanchayath,96,Ettumanoor,21,21,1.0000,1,5,7,9,0,NDA,9,LDF,7,UDF,5
G,Grama Panchayat,G05020,Kadaplamattom Gramapanchayath,94,Kaduthuruthy,13,14,0.9286,2,3,9,0,2,LDF,9,UDF,3,OTH,2
G,Grama Panchayat,G05021,Marangattupally Gramapanchayath,94,Kaduthuruthy,15,15,1.0000,1,5,4,3,3,UDF,5,LDF,4,NDA,3
G,Grama Panchayat,G05022,Kanakkary Gramapanchayath,94,Kaduthuruthy,17,17,1.0000,1,10,4,3,0,UDF,10,LDF,4,NDA,3
G,Grama Panchayat,G05023,Veliyannoor Grampanchayath,94,Kaduthuruthy,13,14,0.9286,2,6,6,0,2,UDF,6,LDF,6,OTH,2
G,Grama Panchayat,G05024,Kuravilangadu Gramapanchayath,94,Kaduthuruthy,15,15,1.0000,1,5,8,0,2,LDF,8,UDF,5,OTH,2
G,Grama Panchayat,G05025,Uzhavoor Gramapanchayath,94,Kaduthuruthy,14,14,1.0000,1,8,2,2,2,UDF,8,LDF,2,NDA,2
G,Grama Panchayat,G05026,Ramapuram Gramapanchayath,93,Pala,19,19,1.0000,1,11,5,2,1,UDF,11,LDF,5,NDA,2
G,Grama Panchayat,G05027,Manjoor Gramapanchayath,94,Kaduthuruthy,19,19,1.0000,1,16,1,0,2,UDF,16,OTH,2,LDF,1
G,Grama Panchayat,G05028,Bharananganam Gramapanchayath,93,Pala,14,14,1.0000,1,6,3,2,3,UDF,6,LDF,3,OTH,3
G,Grama Panchayat,G05029,Karoor Grampanchayath,93,Pala,17,17,1.0000,1,6,5,0,6,UDF,6,OTH,6,LDF,5
G,Grama Panchayat,G05030,Kozhuvanal Gramapanchayath,93,Pala,14,14,1.0000,1,7,3,0,4,UDF,7,OTH,4,LDF,3
G,Grama Panchayat,G05031,Kadanadu Gramapanchayath,93,Pala,15,15,1.0000,1,8,5,0,2,UDF,8,LDF,5,OTH,2
G,Grama Panchayat,G05032,Meenachil gramapanchayath,93,Pala,14,14,1.0000,1,6,3,3,2,UDF,6,LDF,3,NDA,3
G,Grama Panchayat,G05033,Mutholy Gramapanchayath,93,Pala,14,14,1.0000,1,1,9,2,2,LDF,9,NDA,2,OTH,2
G,Grama Panchayat,G05034,Melukavu Gramapanchayath,93,Pala,14,14,1.0000,1,7,4,1,2,UDF,7,LDF,4,OTH,2
G,Grama Panchayat,G05035,Moonnilavu Gramapanchayath,93,Pala,14,14,1.0000,1,6,3,0,5,UDF,6,OTH,5,LDF,3
G,Grama Panchayat,G05036,Poonjar Grampanchayath,101,Poonjar,14,14,1.0000,1,5,3,4,2,UDF,5,NDA,4,LDF,3
G,Grama Panchayat,G05037,Poonjar Thekkekara Grama Panchayat,101,Poonjar,15,15,1.0000,1,2,5,7,1,NDA,7,LDF,5,UDF,2
G,Grama Panchayat,G05039,Teekoy Gramapanchayath,101,Poonjar,12,14,0.8571,2,5,5,1,3,UDF,5,LDF,5,OTH,3
G,Grama Panchayat,G05040,Thalanadu Gramapanchayath,93,Pala,14,14,1.0000,1,2,6,1,5,LDF,6,OTH,5,UDF,2
G,Grama Panchayat,G05041,Thalappalam Gramapanchayath,93,Pala,9,14,0.6429,2,7,1,4,2,UDF,7,NDA,4,OTH,2
G,Grama Panchayat,G05042,Thidanadu Gramapanchayath,101,Poonjar,16,16,1.0000,1,6,4,4,2,UDF,6,LDF,4,NDA,4
G,Grama Panchayat,G05043,Akalakkunnam Gramapanchayath,98,Puthuppally,15,15,1.0000,1,8,5,0,2,UDF,8,LDF,5,OTH,2
G,Grama Panchayat,G05044,Elikkulam Gramapanchayath,93,Pala,17,17,1.0000,1,8,4,2,3,UDF,8,LDF,4,OTH,3
G,Grama Panchayat,G05045,Kooroppada Gramapanchayath,98,Puthuppally,19,19,1.0000,1,7,6,3,3,UDF,7,LDF,6,NDA,3
G,Grama Panchayat,G05046,Pampady Gramapanchayath,98,Puthuppally,21,21,1.0000,1,16,4,0,1,UDF,16,LDF,4,OTH,1
G,Grama Panchayat,G05048,Manarcadu Gramapanchayath,98,Puthuppally,19,19,1.0000,1,12,4,2,1,UDF,12,LDF,4,NDA,2
G,Grama Panchayat,G05049,Kidangoor Gramapanchayath,94,Kaduthuruthy,16,16,1.0000,1,5,4,7,0,NDA,7,UDF,5,LDF,4
G,Grama Panchayat,G05050,Meenadom Gramapanchayath,98,Puthuppally,14,14,1.0000,1,12,2,0,0,UDF,12,LDF,2,,
G,Grama Panchayat,G05051,Madappally Gramapanchayath,99,Changanassery,22,22,1.0000,1,14,4,4,0,UDF,14,LDF,4,NDA,4
G,Grama Panchayat,G05052,Paippadu Gramapanchayath,99,Changanassery,17,17,1.0000,1,4,6,1,6,LDF,6,OTH,6,UDF,4
G,Grama Panchayat,G05053,Thrikkodithanam Gramapanchayath,99,Changanassery,22,22,1.0000,1,12,9,0,1,UDF,12,LDF,9,OTH,1
G,Grama Panchayat,G05054,Vakathanam Gramapanchayath,98,Puthuppally,21,21,1.0000,1,14,6,0,1,UDF,14,LDF,6,OTH,1
G,Grama Panchayat,G05055,Vazhapally gram panchayat,99,Changanassery,22,22,1.0000,1,12,5,0,5,UDF,12,LDF,5,OTH,5
G,Grama Panchayat,G05056,Chirakkadavu Gramapanchayath,100,Kanjirappally,22,22,1.0000,1,3,10,8,1,LDF,10,NDA,8,UDF,3
G,Grama Panchayat,G05057,Kangazha Gramapanchayath,100,Kanjirappally,16,16,1.0000,1,7,6,2,1,UDF,7,LDF,6,NDA,2
G,Grama Panchayat,G05058,Nedumkunnam Grampanchayath,100,Kanjirappally,16,16,1.0000,1,8,6,0,2,UDF,8,LDF,6,OTH,2
G,Grama Panchayat,G05060,Vazhoor Grampanchayat,100,Kanjirappally,18,18,1.0000,1,5,11,2,0,LDF,11,UDF,5,NDA,2
G,Grama Panchayat,G05061,Karukachal Gramapanchayath,100,Kanjirappally,17,17,1.0000,1,8,8,1,0,UDF,8,LDF,8,NDA,1
G,Grama Panchayat,G05062,Manimala Gramapanchayath,100,Kanjirappally,16,16,1.0000,1,11,4,0,1,UDF,11,LDF,4,OTH,1
G,Grama Panchayat,G05063,Erumely Gramapanchayath,101,Poonjar,22,22,1.0000,1,12,6,2,4,UDF,12,LDF,6,OTH,4
G,Grama Panchayat,G05064,Kanjirappally Grampanchayath,100,Kanjirappally,24,24,1.0000,1,12,7,1,4,UDF,12,LDF,7,OTH,4
G,Grama Panchayat,G05065,Koottickal Gramapanchayath,101,Poonjar,14,14,1.0000,1,9,2,1,2,UDF,9,LDF,2,OTH,2
G,Grama Panchayat,G05066,Mundakayam Gramapanchayath,101,Poonjar,23,23,1.0000,1,12,7,0,4,UDF,12,LDF,7,OTH,4
G,Grama Panchayat,G05067,Koruthode Gramapanchayath,101,Poonjar,14,14,1.0000,1,4,7,2,1,LDF,7,UDF,4,NDA,2
G,Grama Panchayat,G05068,Parathodu Gramapanchayath,101,Poonjar,15,21,0.7143,2,8,10,1,2,LDF,10,UDF,8,OTH,2
G,Grama Panchayat,G05069,Kurichy Gramapanchayath,99,Changanassery,22,22,1.0000,1,7,15,0,0,LDF,15,UDF,7,,
G,Grama Panchayat,G05070,Panachikadu Gramapanchayath,97,Kottayam,24,24,1.0000,1,9,10,3,2,LDF,10,UDF,9,NDA,3
G,Grama Panchayat,G05071,Puthuppally Gramapanchayath,98,Puthuppally,19,19,1.0000,1,14,2,3,0,UDF,14,NDA,3,LDF,2
G,Grama Panchayat,G05072,Vijayapuram Gramapanchayath,97,Kottayam,20,20,1.0000,1,13,3,2,2,UDF,13,LDF,3,NDA,2
G,Grama Panchayat,G05073,Ayarkunnam Gramapanchayath,98,Puthuppally,21,21,1.0000,1,14,4,3,0,UDF,14,LDF,4,NDA,3
G,Grama Panchayat,G051004,Vellavoor Gramapanchayat,100,Kanjirappally,14,14,1.0000,1,0,0,0,0,,,,,,
G,Grama Panchayat,G06001,Adimali Gramapanchayath,88,Devikulam,24,24,1.0000,1,17,5,0,2,UDF,17,LDF,5,OTH,2
G,Grama Panchayat,G06002,Konnathady Gramapanchayath,91,Idukki,19,19,1.0000,1,14,3,0,2,UDF,14,LDF,3,OTH,2
G,Grama Panchayat,G06003,Baisonvalley Gramapanchayat,88,Devikulam,13,14,0.9286,2,5,7,1,1,LDF,7,UDF,5,NDA,1
G,Grama Panchayat,G06004,Vellathooval Gramapanchayat,88,Devikulam,18,18,1.0000,1,10,4,0,4,UDF,10,LDF,4,OTH,4
G,Grama Panchayat,G06005,Pallivasal Gramapanchayat,88,Devikulam,14,14,1.0000,1,6,6,0,2,UDF,6,LDF,6,OTH,2
G,Grama Panchayat,G06006,Marayoor Gramapanchayat,88,Devikulam,14,14,1.0000,1,10,4,0,0,UDF,10,LDF,4,,
G,Grama Panchayat,G06007,Munnar Grampanchayat,88,Devikulam,20,20,1.0000,1,14,6,0,0,UDF,14,LDF,6,,
G,Grama Panchayat,G06008,Kanthalloor Gramapanchayath,88,Devikulam,14,14,1.0000,1,5,8,1,0,LDF,8,UDF,5,NDA,1
G,Grama Panchayat,G06009,Vattavada Gramapanchayath,88,Devikulam,14,14,1.0000,1,1,9,4,0,LDF,9,NDA,4,UDF,1
G,Grama Panchayat,G06010,Santhanpara Gramapanchayat,89,Udumbanchola,14,14,1.0000,1,3,11,0,0,LDF,11,UDF,3,,
G,Grama Panchayat,G06011,Chinnakkanal Grampanchayat,88,Devikulam,14,14,1.0000,1,3,9,1,1,LDF,9,UDF,3,NDA,1
G,Grama Panchayat,G06012,Mankulam Gramapanchayath,88,Devikulam,14,14,1.0000,1,10,3,0,1,UDF,10,LDF,3,OTH,1
G,Grama Panchayat,G06013,Devikulam Gramapanchayath,88,Devikulam,17,17,1.0000,1,7,10,0,0,LDF,10,UDF,7,,
G,Grama Panchayat,G06015,Pampadumpara Gramapanchayath,89,Udumbanchola,16,16,1.0000,1,13,3,0,0,UDF,13,LDF,3,,
G,Grama Panchayat,G06016,Senapathy Gramapanchayath,89,Udumbanchola,14,14,1.0000,1,3,11,0,0,LDF,11,UDF,3,,
G,Grama Panchayat,G06017,Karunapuram Gramapanchayath,89,Udumbanchola,17,17,1.0000,1,7,10,0,1,LDF,10,UDF,7,OTH,1
G,Grama Panchayat,G06018,Rajakkad Gramapanchayath,89,Udumbanchola,14,14,1.0000,1,10,3,0,1,UDF,10,LDF,3,OTH,1
G,Grama Panchayat,G06019,Nedumkandom Gramapanchayath,89,Udumbanchola,23,24,0.9583,2,15,6,1,2,UDF,15,LDF,6,OTH,2
G,Grama Panchayat,G06020,Udumbanchola Gramapanchayath,89,Udumbanchola,14,14,1.0000,1,2,11,0,1,LDF,11,UDF,2,OTH,1
G,Grama Panchayat,G06021,Rajakumary Gramapanchayat,89,Udumbanchola,14,14,1.0000,1,7,7,0,0,UDF,7,LDF,7,,
G,Grama Panchayat,G06022,Vannappuram Gramapanchayath,90,Thodupuzha,19,19,1.0000,1,14,2,0,3,UDF,14,OTH,3,LDF,2
G,Grama Panchayat,G06023,Udumbannoor Gramapanchayath,90,Thodupuzha,17,17,1.0000,1,14,1,0,2,UDF,14,OTH,2,LDF,1
G,Grama Panchayat,G06024,Kodikulam Gramapanchayath,90,Thodupuzha,14,14,1.0000,1,10,2,0,2,UDF,10,LDF,2,OTH,2
G,Grama Panchayat,G06025,Alakode Gramapanchayat,90,Thodupuzha,14,14,1.0000,1,8,4,0,2,UDF,8,LDF,4,OTH,2
G,Grama Panchayat,G06026,Velliyamattom Gramapanchayat,90,Thodupuzha,14,16,0.8750,2,11,2,1,2,UDF,11,LDF,2,OTH,2
G,Grama Panchayat,G06027,Karimannoor Gramapanchayath,90,Thodupuzha,15,15,1.0000,1,12,1,0,2,UDF,12,OTH,2,LDF,1
G,Grama Panchayat,G06028,Kudayathoor Grampanchayat,91,Idukki,11,14,0.7857,2,6,2,4,2,UDF,6,NDA,4,LDF,2
G,Grama Panchayat,G06029,Kanjikkuzhy Gramapanchayath,90,Thodupuzha,18,18,1.0000,1,14,3,1,0,UDF,14,LDF,3,NDA,1
G,Grama Panchayat,G06030,Vathikudy Gramapanchayath,91,Idukki,19,19,1.0000,1,16,2,0,1,UDF,16,LDF,2,OTH,1
