body_type,body_type_name,local_body_code,local_body_name,assembly_constituency_no,assembly_constituency,mapped_wards_in_constituency,total_mapped_wards,dominant_share,split_constituencies,udf_wins,ldf_wins,nda_wins,oth_wins,ruling_front,ruling_front_count,second_front,second_front_count,third_front,third_front_count
G,Grama Panchayat,G06031,Arakulam Gramapanchayath,91,Idukki,15,15,1.0000,1,10,3,2,0,UDF,10,LDF,3,NDA,2
G,Grama Panchayat,G06032,Kamakshy Gramapanchayath,91,Idukki,15,15,1.0000,1,12,3,0,0,UDF,12,LDF,3,,
G,Grama Panchayat,G06033,Vazhathope Gramapanchayath,90,Thodupuzha,11,15,0.7333,2,10,5,0,0,UDF,10,LDF,5,,
G,Grama Panchayat,G06034,Mariyapuram Gramapanchayath,91,Idukki,14,14,1.0000,1,12,2,0,0,UDF,12,LDF,2,,
G,Grama Panchayat,G06036,Upputhara Gramapanchayath,92,Peerumade,14,18,0.7778,2,8,8,1,1,UDF,8,LDF,8,NDA,1
G,Grama Panchayat,G06037,Vandanmedu Gramapanchayat,89,Udumbanchola,16,20,0.8000,3,9,6,2,3,UDF,9,LDF,6,OTH,3
G,Grama Panchayat,G06038,Kanchiyar Gramapanchayath,91,Idukki,17,17,1.0000,1,10,6,0,1,UDF,10,LDF,6,OTH,1
G,Grama Panchayat,G06039,Erattayar Gramapanchayath,89,Udumbanchola,8,15,0.5333,2,8,6,0,1,UDF,8,LDF,6,OTH,1
G,Grama Panchayat,G06040,Ayyappankovil Grampanchayat,92,Peerumade,14,14,1.0000,1,9,5,0,0,UDF,9,LDF,5,,
G,Grama Panchayat,G06041,Chakkupallam Gramapanchayath,92,Peerumade,10,16,0.6250,2,11,5,0,0,UDF,11,LDF,5,,
G,Grama Panchayat,G06042,Kumaramangalam Gramapanchayath,90,Thodupuzha,14,14,1.0000,1,10,1,0,3,UDF,10,OTH,3,LDF,1
G,Grama Panchayat,G06043,Muttom Gramapanchayath,90,Thodupuzha,14,14,1.0000,1,5,4,0,5,UDF,5,OTH,5,LDF,4
G,Grama Panchayat,G06044,Edavetty Gramapanchayath,90,Thodupuzha,14,14,1.0000,1,7,4,2,1,UDF,7,LDF,4,NDA,2
G,Grama Panchayat,G06045,Karimkunnam Gramapanchayath,90,Thodupuzha,14,14,1.0000,1,11,0,1,2,UDF,11,OTH,2,NDA,1
G,Grama Panchayat,G06046,Manakkad Gramapanchayath,90,Thodupuzha,14,14,1.0000,1,5,3,0,6,OTH,6,UDF,5,LDF,3
G,Grama Panchayat,G06047,Purapuzha Gramapanchayath,90,Thodupuzha,14,14,1.0000,1,12,1,1,0,UDF,12,LDF,1,NDA,1
G,Grama Panchayat,G06048,Peruvanthanam Gramapanchayath,92,Peerumade,14,14,1.0000,1,10,4,0,0,UDF,10,LDF,4,,
G,Grama Panchayat,G06049,Kumily Gramapanchayath,92,Peerumade,22,22,1.0000,1,17,3,0,2,UDF,17,LDF,3,OTH,2
G,Grama Panchayat,G06050,Kokkayar Gramapanchayath,92,Peerumade,14,14,1.0000,1,7,6,0,1,UDF,7,LDF,6,OTH,1
G,Grama Panchayat,G06051,Peermade Gramapanchayath,92,Peerumade,16,16,1.0000,1,10,6,0,0,UDF,10,LDF,6,,
G,Grama Panchayat,G06052,Elappara Gramapanchayath,92,Peerumade,17,17,1.0000,1,9,8,0,0,UDF,9,LDF,8,,
G,Grama Panchayat,G06053,Vandiperiyar Grampanchayat,92,Peerumade,24,24,1.0000,1,8,14,1,1,LDF,14,UDF,8,NDA,1
G,Grama Panchayat,G07001,Chendamangalam Gramapanchayath,78,Paravur,19,19,1.0000,1,9,7,0,3,UDF,9,LDF,7,OTH,3
G,Grama Panchayat,G07002,Kottuvally Gramapanchayath,78,Paravur,24,24,1.0000,1,10,5,3,6,UDF,10,OTH,6,LDF,5
G,Grama Panchayat,G07003,Ezhikkara Gramapanchayath,78,Paravur,15,15,1.0000,1,13,1,1,0,UDF,13,LDF,1,NDA,1
G,Grama Panchayat,G07004,Vadakkekkara Gramapanchayath,78,Paravur,21,21,1.0000,1,9,10,2,0,LDF,10,UDF,9,NDA,2
G,Grama Panchayat,G07005,Chittattukara Gramapanchayath,78,Paravur,21,21,1.0000,1,15,3,1,1,UDF,15,LDF,3,NDA,1
G,Grama Panchayat,G07006,Karumalloor Gramapanchayath,77,Kalamassery,17,22,0.7727,3,13,6,3,0,UDF,13,LDF,6,NDA,3
G,Grama Panchayat,G07007,Varapuzha Gramapanchayath,78,Paravur,18,18,1.0000,1,13,3,2,0,UDF,13,LDF,3,NDA,2
G,Grama Panchayat,G07008,Alangad Gramapanchayath,77,Kalamassery,24,24,1.0000,1,18,5,0,1,UDF,18,LDF,5,OTH,1
G,Grama Panchayat,G07009,Kadungalloor Gramapanchayath,77,Kalamassery,22,24,0.9167,2,13,6,1,4,UDF,13,LDF,6,OTH,4
G,Grama Panchayat,G07010,Mookkannoor Gramapanchayath,75,Angamaly,15,15,1.0000,1,13,1,0,1,UDF,13,LDF,1,OTH,1
G,Grama Panchayat,G07011,Thuravoor grama panchayat,102,Aroor,19,19,1.0000,1,9,6,1,0,UDF,9,LDF,6,NDA,1
G,Grama Panchayat,G07012,Manjapra Gramapanchayath,75,Angamaly,14,14,1.0000,1,8,4,0,2,UDF,8,LDF,4,OTH,2
G,Grama Panchayat,G07013,Karukutty Gramapanchayath,75,Angamaly,19,19,1.0000,1,13,6,0,0,UDF,13,LDF,6,,
G,Grama Panchayat,G07014,Ayyampuzha Gramapanchayath,75,Angamaly,14,14,1.0000,1,5,9,0,0,LDF,9,UDF,5,,
G,Grama Panchayat,G07015,Kanjoor Gramapanchayath,76,Aluva,17,17,1.0000,1,10,4,0,3,UDF,10,LDF,4,OTH,3
G,Grama Panchayat,G07017,Malayattoor-Neeleswaram Gramapanchayath,75,Angamaly,18,18,1.0000,1,12,2,0,4,UDF,12,OTH,4,LDF,2
G,Grama Panchayat,G07019,Mudakkuzha Gramapanchayath,74,Perumbavoor,14,14,1.0000,1,6,4,3,1,UDF,6,LDF,4,NDA,3
G,Grama Panchayat,G07020,Vengoor Gramapanchayath,74,Perumbavoor,16,17,0.9412,2,11,3,0,2,UDF,11,LDF,3,OTH,2
G,Grama Panchayat,G07021,Rayamangalam Gramapanchayath,74,Perumbavoor,22,22,1.0000,1,14,8,0,0,UDF,14,LDF,8,,
G,Grama Panchayat,G07022,Koovappady Gramapanchayath,74,Perumbavoor,22,22,1.0000,1,10,5,4,3,UDF,10,LDF,5,NDA,4
G,Grama Panchayat,G07023,Okkal Gramapanchayath,74,Perumbavoor,17,17,1.0000,1,9,5,0,3,UDF,9,LDF,5,OTH,3
G,Grama Panchayat,G07024,Vengola Gramapanchayath,74,Perumbavoor,24,24,1.0000,1,9,7,0,8,UDF,9,OTH,8,LDF,7
G,Grama Panchayat,G07025,Vazhakkulam Gramapanchayath,84,Kunnathunad,24,24,1.0000,1,15,2,2,5,UDF,15,OTH,5,LDF,2
G,Grama Panchayat,G07026,Kizhakkambalam Gramapanchayath,84,Kunnathunad,21,21,1.0000,1,1,0,0,20,OTH,20,UDF,1,,
G,Grama Panchayat,G07027,Choornikkara Gramapanchayath,76,Aluva,21,21,1.0000,1,13,5,0,3,UDF,13,LDF,5,OTH,3
G,Grama Panchayat,G07028,Edathala Gramapanchayath,76,Aluva,24,24,1.0000,1,13,6,2,3,UDF,13,LDF,6,OTH,3
G,Grama Panchayat,G07029,Keezhmadu Gramapanchayath,76,Aluva,22,22,1.0000,1,12,3,0,7,UDF,12,OTH,7,LDF,3
G,Grama Panchayat,G07030,Kadamakkudy Gramapanchayath,79,Vypin,14,14,1.0000,1,7,2,0,5,UDF,7,OTH,5,LDF,2
G,Grama Panchayat,G07031,Cherannalloor Gramapanchayat,82,Ernakulam,20,20,1.0000,1,12,1,3,4,UDF,12,OTH,4,NDA,3
G,Grama Panchayat,G07032,Mulavukadu Gramapanchayath,79,Vypin,16,16,1.0000,1,9,4,1,2,UDF,9,LDF,4,OTH,2
G,Grama Panchayat,G07033,Elamkunnapuzha Gramapanchayath,79,Vypin,22,22,1.0000,1,13,7,2,2,UDF,13,LDF,7,NDA,2
G,Grama Panchayat,G07034,Njarackal Gramapanchayath,79,Vypin,17,17,1.0000,1,8,5,1,3,UDF,8,LDF,5,OTH,3
G,Grama Panchayat,G07035,Nayarambalam Gramapanchayath,79,Vypin,17,17,1.0000,1,10,5,1,1,UDF,10,LDF,5,NDA,1
G,Grama Panchayat,G07036,Edavanakad Gramapanchayath,79,Vypin,16,16,1.0000,1,6,9,1,0,LDF,9,UDF,6,NDA,1
G,Grama Panchayat,G07037,Pallippuram Gramapanchayath,79,Vypin,24,24,1.0000,1,9,13,2,0,LDF,13,UDF,9,NDA,2
G,Grama Panchayat,G07038,Kuzhuppilly Gramapanchayath,79,Vypin,14,14,1.0000,1,10,2,1,1,UDF,10,LDF,2,NDA,1
G,Grama Panchayat,G07039,Chellanam Gramapanchayath,80,Kochi,22,22,1.0000,1,15,7,0,0,UDF,15,LDF,7,,
G,Grama Panchayat,G07040,Kumbalanghy Gramapanchayath,80,Kochi,19,19,1.0000,1,14,2,0,3,UDF,14,OTH,3,LDF,2
G,Grama Panchayat,G07041,Kumbalam Gramapanchayath,81,Thrippunithura,19,19,1.0000,1,14,3,1,1,UDF,14,LDF,3,NDA,1
G,Grama Panchayat,G07042,Udayamperoor Gramapanchayath,81,Thrippunithura,23,23,1.0000,1,13,8,1,1,UDF,13,LDF,8,NDA,1
G,Grama Panchayat,G07043,Mulamthuruthy Gramapanchayath,85,Piravom,18,18,1.0000,1,7,9,0,2,LDF,9,UDF,7,OTH,2
G,Grama Panchayat,G07044,Chottanikara Gramapanchayath,85,Piravom,17,17,1.0000,1,12,4,0,1,UDF,12,LDF,4,OTH,1
G,Grama Panchayat,G07045,Edakkattuvayal Gramapanchayath,85,Piravom,15,15,1.0000,1,13,0,1,1,UDF,13,NDA,1,OTH,1
G,Grama Panchayat,G07046,Amballur Gramapanchayath,85,Piravom,18,18,1.0000,1,8,9,0,1,LDF,9,UDF,8,OTH,1
G,Grama Panchayat,G07047,Maneedu Gramapanchayath,85,Piravom,14,14,1.0000,1,11,2,0,1,UDF,11,LDF,2,OTH,1
G,Grama Panchayat,G07048,Poothrika Gramapanchayath,84,Kunnathunad,16,16,1.0000,1,7,2,0,7,UDF,7,OTH,7,LDF,2
G,Grama Panchayat,G07049,Thiruvaniyoor Gramapanchayath,84,Kunnathunad,18,18,1.0000,1,4,5,0,9,OTH,9,LDF,5,UDF,4
G,Grama Panchayat,G07051,Mazhuvanoor Gramapanchayath,84,Kunnathunad,21,21,1.0000,1,7,3,1,10,OTH,10,UDF,7,LDF,3
G,Grama Panchayat,G07052,Aikkaranadu Gramapanchayath,84,Kunnathunad,16,16,1.0000,1,0,0,0,16,OTH,16,,,,
G,Grama Panchayat,G07053,Kunnathunad Gramapanchayath,84,Kunnathunad,21,21,1.0000,1,11,1,0,9,UDF,11,OTH,9,LDF,1
G,Grama Panchayat,G07054,Paingottoor Gramapanchayath,86,Muvattupuzha,14,14,1.0000,1,10,3,0,1,UDF,10,LDF,3,OTH,1
G,Grama Panchayat,G07055,Nellikuzhy Gramapanchayath,87,Kothamangalam,24,24,1.0000,1,13,6,2,3,UDF,13,LDF,6,OTH,3
G,Grama Panchayat,G07056,Pindimana Gramapanchayath,87,Kothamangalam,14,14,1.0000,1,8,3,2,1,UDF,8,LDF,3,NDA,2
G,Grama Panchayat,G07057,Kavalangad Gramapanchayath,87,Kothamangalam,19,19,1.0000,1,9,6,0,4,UDF,9,LDF,6,OTH,4
G,Grama Panchayat,G07058,Varapetty Gramapanchayath,87,Kothamangalam,15,15,1.0000,1,9,4,1,1,UDF,9,LDF,4,NDA,1
G,Grama Panchayat,G07059,Keerampaara Gramapanchayath,87,Kothamangalam,14,14,1.0000,1,12,2,0,0,UDF,12,LDF,2,,
G,Grama Panchayat,G07060,Pothanikkad Gramapanchayath,86,Muvattupuzha,14,14,1.0000,1,6,2,0,6,UDF,6,OTH,6,LDF,2
G,Grama Panchayat,G07061,Pallarimangalam Gramapanchayath,87,Kothamangalam,11,14,0.7857,2,13,1,0,0,UDF,13,LDF,1,,
G,Grama Panchayat,G07062,Kuttampuzha Gramapanchayath,87,Kothamangalam,17,17,1.0000,1,12,4,0,1,UDF,12,LDF,4,OTH,1
G,Grama Panchayat,G07063,Kottappady Grama Panchayath,87,Kothamangalam,15,15,1.0000,1,11,0,0,4,UDF,11,OTH,4,,
G,Grama Panchayat,G07064,Elanji Gramapanchayath,85,Piravom,14,14,1.0000,1,9,2,0,3,UDF,9,OTH,3,LDF,2
G,Grama Panchayat,G07066,Thirumaradi Gramapanchayath,85,Piravom,15,15,1.0000,1,11,4,0,0,UDF,11,LDF,4,,
G,Grama Panchayat,G07068,Palakuzha Gramapanchayath,86,Muvattupuzha,14,14,1.0000,1,13,1,0,0,UDF,13,LDF,1,,
G,Grama Panchayat,G07069,Pampakuda Gramapanchayath,85,Piravom,15,15,1.0000,1,9,1,0,4,UDF,9,OTH,4,LDF,1
G,Grama Panchayat,G07070,Ramamangalam Gramapanchayath,85,Piravom,14,14,1.0000,1,7,5,1,1,UDF,7,LDF,5,NDA,1
G,Grama Panchayat,G07071,Chengamanadu Gramapanchayath,76,Aluva,19,19,1.0000,1,6,5,6,2,UDF,6,NDA,6,LDF,5
G,Grama Panchayat,G07072,Nedumbassery Gramapanchayath,76,Aluva,20,20,1.0000,1,14,5,0,1,UDF,14,LDF,5,OTH,1
G,Grama Panchayat,G07073,Parakkadavu Gramapanchayath,75,Angamaly,19,20,0.9500,2,10,7,1,2,UDF,10,LDF,7,OTH,2
G,Grama Panchayat,G07074,Kunnukara Gramapanchayath,77,Kalamassery,12,15,0.8000,2,9,5,1,1,UDF,9,LDF,5,NDA,1
G,Grama Panchayat,G07075,Sreemoolanagaram Gramapanchayath,76,Aluva,18,18,1.0000,1,15,2,0,1,UDF,15,LDF,2,OTH,1
G,Grama Panchayat,G07076,Puthenvelikkara Gramapanchayath,78,Paravur,19,19,1.0000,1,10,8,0,1,UDF,10,LDF,8,OTH,1
G,Grama Panchayat,G07077,Avoly Gramapanchayath,86,Muvattupuzha,15,15,1.0000,1,9,3,0,3,UDF,9,LDF,3,OTH,3
G,Grama Panchayat,G07078,Arakkuzha Gramapanchayath,86,Muvattupuzha,14,14,1.0000,1,9,0,0,5,UDF,9,OTH,5,,
G,Grama Panchayat,G07079,Paipra Gramapanchayath,86,Muvattupuzha,24,24,1.0000,1,18,4,0,2,UDF,18,LDF,4,OTH,2
G,Grama Panchayat,G07080,Kalloorkaad Gramapanchayath,86,Muvattupuzha,14,14,1.0000,1,5,4,0,5,UDF,5,OTH,5,LDF,4
G,Grama Panchayat,G07081,Ayavana Gramapanchayath,86,Muvattupuzha,16,16,1.0000,1,11,2,0,3,UDF,11,OTH,3,LDF,2
G,Grama Panchayat,G07082,Manjalloor Gramapanchayath,86,Muvattupuzha,14,14,1.0000,1,8,2,1,3,UDF,8,OTH,3,LDF,2
G,Grama Panchayat,G07083,Marady Gramapanchayath,86,Muvattupuzha,11,14,0.7857,2,9,3,0,2,UDF,9,LDF,3,OTH,2
G,Grama Panchayat,G07084,Valakom Gramapanchayath,86,Muvattupuzha,15,15,1.0000,1,9,5,0,1,UDF,9,LDF,5,OTH,1
G,Grama Panchayat,G08001,Kadappuram Grama Panchayat,63,Guruvayur,18,18,1.0000,1,12,4,2,0,UDF,12,LDF,4,NDA,2
G,Grama Panchayat,G08002,Orumanayoor Grama Panchayat,63,Guruvayur,14,14,1.0000,1,10,2,1,1,UDF,10,LDF,2,NDA,1
G,Grama Panchayat,G08003,Punnayoor Grama Panchayat,63,Guruvayur,22,22,1.0000,1,17,5,0,0,UDF,17,LDF,5,,
G,Grama Panchayat,G08004,Punnayoorkulam Grama Panchayat,63,Guruvayur,21,21,1.0000,1,9,7,4,1,UDF,9,LDF,7,NDA,4
G,Grama Panchayat,G08005,Vadakkekkad Grama Panchayat,63,Guruvayur,18,18,1.0000,1,12,6,0,0,UDF,12,LDF,6,,
G,Grama Panchayat,G08006,Choondal Grama Panchayat,64,Manalur,20,20,1.0000,1,7,13,0,0,LDF,13,UDF,7,,
G,Grama Panchayat,G08007,Chowannur Grama Panchayat,62,Kunnamkulam,14,14,1.0000,1,5,6,1,2,LDF,6,UDF,5,OTH,2
G,Grama Panchayat,G08008,Kadavalloor Grama Panchayat,62,Kunnamkulam,22,22,1.0000,1,6,16,0,0,LDF,16,UDF,6,,
G,Grama Panchayat,G08009,Kandanassery Grama Panchayat,64,Manalur,17,17,1.0000,1,4,13,0,0,LDF,13,UDF,4,,
G,Grama Panchayat,G08010,Kattakampal Grama Panchayat,62,Kunnamkulam,18,18,1.0000,1,9,8,1,0,UDF,9,LDF,8,NDA,1
G,Grama Panchayat,G08011,Porkulam Grama Panchayat,62,Kunnamkulam,14,14,1.0000,1,8,5,1,0,UDF,8,LDF,5,NDA,1
G,Grama Panchayat,G08012,Kadangode Grama Panchayat,62,Kunnamkulam,21,21,1.0000,1,8,11,1,1,LDF,11,UDF,8,NDA,1
G,Grama Panchayat,G08013,Velur Grama Panchayat,62,Kunnamkulam,19,19,1.0000,1,9,8,1,1,UDF,9,LDF,8,NDA,1
G,Grama Panchayat,G08014,Desamangalam Grama Panchayat,61,Chelakkara,16,16,1.0000,1,10,6,0,0,UDF,10,LDF,6,,
G,Grama Panchayat,G08015,Erumapetty Grama Panchayat,62,Kunnamkulam,19,19,1.0000,1,8,10,0,1,LDF,10,UDF,8,OTH,1
G,Grama Panchayat,G08017,Mullurkkara Grama Panchayat,61,Chelakkara,15,16,0.9375,2,9,7,0,0,UDF,9,LDF,7,,
G,Grama Panchayat,G08018,Thekkumkara Grama Panchayat,65,Wadakkanchery,16,19,0.8421,2,6,10,2,1,LDF,10,UDF,6,NDA,2
G,Grama Panchayat,G08019,Varavoor Grama Panchayat,61,Chelakkara,16,16,1.0000,1,4,9,2,1,LDF,9,UDF,4,NDA,2
G,Grama Panchayat,G08021,Chelakkara Grama Panchayat,61,Chelakkara,24,24,1.0000,1,12,12,0,0,UDF,12,LDF,12,,
G,Grama Panchayat,G08022,Vallathole Nagar Grama Panchayat,61,Chelakkara,18,18,1.0000,1,1,14,1,2,LDF,14,OTH,2,UDF,1
G,Grama Panchayat,G08023,Kondazhy Grama Panchayat,61,Chelakkara,16,16,1.0000,1,2,7,6,1,LDF,7,NDA,6,UDF,2
G,Grama Panchayat,G08024,Panjal Grama Panchayat,61,Chelakkara,18,18,1.0000,1,5,9,2,2,LDF,9,UDF,5,NDA,2
G,Grama Panchayat,G08025,Pazhayannur Grama Panchayat,61,Chelakkara,24,24,1.0000,1,9,12,3,0,LDF,12,UDF,9,NDA,3
G,Grama Panchayat,G08026,Thiruvilwamala Grama Panchayat,61,Chelakkara,19,19,1.0000,1,0,7,10,2,NDA,10,LDF,7,OTH,2
G,Grama Panchayat,G08027,Madakkathara Grama Panchayat,66,Ollur,15,18,0.8333,2,2,15,1,0,LDF,15,UDF,2,NDA,1
G,Grama Panchayat,G08028,Nadathara Grama Panchayat,66,Ollur,20,20,1.0000,1,9,11,0,0,LDF,11,UDF,9,,
G,Grama Panchayat,G08029,Pananchery Grama Panchayat,66,Ollur,23,24,0.9583,2,13,10,0,1,UDF,13,LDF,10,OTH,1
G,Grama Panchayat,G08030,Puthur Grama Panchayat,66,Ollur,23,24,0.9583,2,13,10,1,0,UDF,13,LDF,10,NDA,1
G,Grama Panchayat,G08031,Adat Grama Panchayat,65,Wadakkanchery,20,20,1.0000,1,9,7,4,0,UDF,9,LDF,7,NDA,4
G,Grama Panchayat,G08032,Avanur Grama Panchayat,65,Wadakkanchery,16,16,1.0000,1,5,8,1,2,LDF,8,UDF,5,OTH,2
G,Grama Panchayat,G08033,Kaiparambu Grama Panchayat,65,Wadakkanchery,20,20,1.0000,1,10,7,3,0,UDF,10,LDF,7,NDA,3
G,Grama Panchayat,G08034,Mulamkunnathukavu Grama Panchayat,65,Wadakkanchery,16,16,1.0000,1,7,8,1,0,LDF,8,UDF,7,NDA,1
G,Grama Panchayat,G08035,Tholur Grama Panchayat,65,Wadakkanchery,15,15,1.0000,1,8,5,1,1,UDF,8,LDF,5,NDA,1
G,Grama Panchayat,G08036,Kolazhy Grama Panchayat,65,Wadakkanchery,20,20,1.0000,1,11,7,2,0,UDF,11,LDF,7,NDA,2
G,Grama Panchayat,G08037,Elavally Grama Panchayat,64,Manalur,18,18,1.0000,1,5,11,1,1,LDF,11,UDF,5,NDA,1
G,Grama Panchayat,G08038,Mullassery Grama Panchayat,64,Manalur,16,16,1.0000,1,1,11,2,2,LDF,11,NDA,2,OTH,2
G,Grama Panchayat,G08039,Pavaratty Grama Panchayat,64,Manalur,16,16,1.0000,1,12,1,2,1,UDF,12,NDA,2,LDF,1
G,Grama Panchayat,G08040,Venkitangu Grama Panchayat,64,Manalur,18,18,1.0000,1,11,6,0,1,UDF,11,LDF,6,OTH,1
G,Grama Panchayat,G08041,Engandiyoor Grama Panchayat,63,Guruvayur,17,17,1.0000,1,6,7,4,0,LDF,7,UDF,6,NDA,4
G,Grama Panchayat,G08042,Vadanappilly Grama Panchayat,64,Manalur,20,20,1.0000,1,2,10,6,2,LDF,10,NDA,6,UDF,2
G,Grama Panchayat,G08043,Thalikulam Grama Panchayat,68,Nattika,18,18,1.0000,1,5,5,4,4,UDF,5,LDF,5,NDA,4
G,Grama Panchayat,G08044,Nattika Grama Panchayat,68,Nattika,15,15,1.0000,1,8,4,3,0,UDF,8,LDF,4,NDA,3
G,Grama Panchayat,G08045,Valappad Grama Panchayat,68,Nattika,21,21,1.0000,1,7,9,5,1,LDF,9,UDF,7,NDA,5
G,Grama Panchayat,G08046,Edathiruthy Grama Panchayat,69,Kaipamangalam,18,19,0.9474,2,5,14,0,0,LDF,14,UDF,5,,
G,Grama Panchayat,G08047,Kaipamangalam Grama Panchayat,69,Kaipamangalam,22,22,1.0000,1,16,5,1,0,UDF,16,LDF,5,NDA,1
G,Grama Panchayat,G08048,Mathilakam Grama Panchayat,69,Kaipamangalam,19,19,1.0000,1,4,12,1,2,LDF,12,UDF,4,OTH,2
G,Grama Panchayat,G08049,Perinjanam Grama Panchayat,69,Kaipamangalam,16,16,1.0000,1,1,13,2,0,LDF,13,NDA,2,UDF,1
G,Grama Panchayat,G08050,Sree Narayanapuram Grama Panchayat,69,Kaipamangalam,23,23,1.0000,1,5,13,5,0,LDF,13,UDF,5,NDA,5
G,Grama Panchayat,G08051,Edavilangu Grama Panchayat,69,Kaipamangalam,16,16,1.0000,1,0,10,6,0,LDF,10,NDA,6,,
G,Grama Panchayat,G08052,Eriyad Grama Panchayat,69,Kaipamangalam,24,24,1.0000,1,5,17,0,2,LDF,17,UDF,5,OTH,2
G,Grama Panchayat,G08053,Anthikkad Grama Panchayat,68,Nattika,16,16,1.0000,1,6,8,1,1,LDF,8,UDF,6,NDA,1
G,Grama Panchayat,G08054,Thanniam Grama Panchayat,68,Nattika,19,19,1.0000,1,1,17,1,0,LDF,17,UDF,1,NDA,1
G,Grama Panchayat,G08055,Chazhur Grama Panchayat,68,Nattika,19,19,1.0000,1,6,12,1,0,LDF,12,UDF,6,NDA,1
G,Grama Panchayat,G08056,Manalur Grama Panchayat,64,Manalur,21,21,1.0000,1,6,14,1,0,LDF,14,UDF,6,NDA,1
G,Grama Panchayat,G08057,Arimbur Grama Panchayat,64,Manalur,20,20,1.0000,1,10,8,0,2,UDF,10,LDF,8,OTH,2
G,Grama Panchayat,G08058,Avinissery Grama Panchayat,68,Nattika,16,16,1.0000,1,7,2,7,0,UDF,7,NDA,7,LDF,2
G,Grama Panchayat,G08059,Cherpu Grama Panchayat,68,Nattika,22,22,1.0000,1,11,6,4,1,UDF,11,LDF,6,NDA,4
G,Grama Panchayat,G08060,Paralam Grama Panchayat,68,Nattika,17,17,1.0000,1,6,5,6,0,UDF,6,NDA,6,LDF,5
G,Grama Panchayat,G08061,Vallachira Grama Panchayat,71,Puthukkad,16,16,1.0000,1,4,6,6,0,LDF,6,NDA,6,UDF,4
G,Grama Panchayat,G08062,Alagappanagar Grama Panchayat,71,Puthukkad,19,19,1.0000,1,12,7,0,0,UDF,12,LDF,7,,
G,Grama Panchayat,G08063,Kodakara Grama Panchayat,72,Chalakudy,20,20,1.0000,1,7,7,5,1,UDF,7,LDF,7,NDA,5
G,Grama Panchayat,G08064,Mattathur Grama Panchayat,15,Mattanur,36,60,0.6000,3,8,10,4,2,LDF,10,UDF,8,NDA,4
G,Grama Panchayat,G08065,Nenmanikkara Grama Panchayat,71,Puthukkad,15,16,0.9375,2,2,13,0,1,LDF,13,UDF,2,OTH,1
G,Grama Panchayat,G08066,Pudukkad Grama Panchayat,71,Puthukkad,17,17,1.0000,1,8,4,4,1,UDF,8,LDF,4,NDA,4
G,Grama Panchayat,G08067,Thrikkur Grama Panchayat,71,Puthukkad,19,19,1.0000,1,12,6,1,0,UDF,12,LDF,6,NDA,1
G,Grama Panchayat,G08068,Varantharappilly Grama Panchayat,71,Puthukkad,24,24,1.0000,1,10,7,5,2,UDF,10,LDF,7,NDA,5
G,Grama Panchayat,G08069,Karalam Grama Panchayat,70,Irinjalakuda,16,16,1.0000,1,2,8,6,0,LDF,8,NDA,6,UDF,2
G,Grama Panchayat,G08070,Kattoor Grama Panchayat,70,Irinjalakuda,15,15,1.0000,1,5,10,0,0,LDF,10,UDF,5,,
G,Grama Panchayat,G08071,Muriyad Grama Panchayat,70,Irinjalakuda,18,18,1.0000,1,5,11,1,1,LDF,11,UDF,5,NDA,1
G,Grama Panchayat,G08072,Parappookkara Grama Panchayat,71,Puthukkad,19,19,1.0000,1,5,9,2,3,LDF,9,UDF,5,OTH,3
G,Grama Panchayat,G08074,Poomangalam Grama Panchayat,70,Irinjalakuda,14,14,1.0000,1,4,8,1,1,LDF,8,UDF,4,NDA,1
G,Grama Panchayat,G08075,Puthenchira Grama Panchayat,73,Kodungallur,16,16,1.0000,1,5,10,1,0,LDF,10,UDF,5,NDA,1
G,Grama Panchayat,G08076,Vellangalur Grama Panchayat,73,Kodungallur,22,23,0.9565,2,11,10,2,0,UDF,11,LDF,10,NDA,2
G,Grama Panchayat,G08077,Velookkara Grama Panchayat,70,Irinjalakuda,19,19,1.0000,1,6,12,1,0,LDF,12,UDF,6,NDA,1
G,Grama Panchayat,G08079,Annamanada Grama Panchayat,73,Kodungallur,20,20,1.0000,1,14,5,0,1,UDF,14,LDF,5,OTH,1
G,Grama Panchayat,G08080,Kuzhur Grama Panchayat,73,Kodungallur,15,15,1.0000,1,11,2,2,0,UDF,11,LDF,2,NDA,2
G,Grama Panchayat,G08081,Mala Grama Panchayat,73,Kodungallur,21,21,1.0000,1,8,8,4,1,UDF,8,LDF,8,NDA,4
G,Grama Panchayat,G08082,Poyya Grama Panchayat,73,Kodungallur,16,16,1.0000,1,9,6,0,1,UDF,9,LDF,6,OTH,1
G,Grama Panchayat,G08083,Kadukutty Grama Panchayat,72,Chalakudy,18,18,1.0000,1,16,2,0,0,UDF,16,LDF,2,,
G,Grama Panchayat,G08084,Kodassery Grama Panchayat,72,Chalakudy,21,21,1.0000,1,11,8,1,1,UDF,11,LDF,8,NDA,1
G,Grama Panchayat,G08085,Koratty Grama Panchayat,72,Chalakudy,21,21,1.0000,1,13,3,0,5,UDF,13,OTH,5,LDF,3
G,Grama Panchayat,G08087,Pariyaram Grama Panchayat,72,Chalakudy,17,17,1.0000,1,8,9,0,0,LDF,9,UDF,8,,
G,Grama Panchayat,G08088,Athirappilly Grama Panchayat,72,Chalakudy,11,11,1.0000,1,4,8,2,0,LDF,8,UDF,4,NDA,2
