year,district_id,district,constituency_id,constituency_number,constituency,source_url
2011,5,Malappuram,46,46,Kottakkal,https://www.ceo.kerala.gov.in/pdf/form20/046.pdf
2011,5,Malappuram,47,47,Thavanur,https://www.ceo.kerala.gov.in/pdf/form20/047.pdf
2011,5,Malappuram,48,48,Ponnani,https://www.ceo.kerala.gov.in/pdf/form20/048.pdf
2011,6,Palakkad,49,49,Thrithala,https://www.ceo.kerala.gov.in/pdf/form20/049.pdf
2011,6,Palakkad,50,50,Pattambi,https://www.ceo.kerala.gov.in/pdf/form20/050.pdf
2011,6,Palakkad,51,51,Shornur,https://www.ceo.kerala.gov.in/pdf/form20/051.pdf
2011,6,Palakkad,52,52,Ottapalam,https://www.ceo.kerala.gov.in/pdf/form20/052.pdf
2011,6,Palakkad,53,53,Kongad,https://www.ceo.kerala.gov.in/pdf/form20/053.pdf
2011,6,Palakkad,54,54,Mannarkad,https://www.ceo.kerala.gov.in/pdf/form20/054.pdf
2011,6,Palakkad,55,55,Malampuzha,https://www.ceo.kerala.gov.in/pdf/form20/055.pdf
2011,6,Palakkad,56,56,Palakkad,https://www.ceo.kerala.gov.in/pdf/form20/056.pdf
2011,6,Palakkad,57,57,Tarur,https://www.ceo.kerala.gov.in/pdf/form20/057.pdf
2011,6,Palakkad,58,58,Chittur,https://www.ceo.kerala.gov.in/pdf/form20/058.pdf
2011,6,Palakkad,59,59,Nenmara,https://www.ceo.kerala.gov.in/pdf/form20/059.pdf
2011,6,Palakkad,60,60,Alathur,https://www.ceo.kerala.gov.in/pdf/form20/060.pdf
2011,7,Thrissur,61,61,Chelakkara,https://www.ceo.kerala.gov.in/pdf/form20/061.pdf
2011,7,Thrissur,62,62,Kunnamkulam,https://www.ceo.kerala.gov.in/pdf/form20/062.pdf
2011,7,Thrissur,63,63,Guruvayoor,https://www.ceo.kerala.gov.in/pdf/form20/063.pdf
2011,7,Thrissur,64,64,Manalur,https://www.ceo.kerala.gov.in/pdf/form20/064.pdf
2011,7,Thrissur,65,65,Wadakkanchery,https://www.ceo.kerala.gov.in/pdf/form20/065.pdf
2011,7,Thrissur,66,66,Ollur,https://www.ceo.kerala.gov.in/pdf/form20/066.pdf
2011,7,Thrissur,67,67,Thrissur,https://www.ceo.kerala.gov.in/pdf/form20/067.pdf
2011,7,Thrissur,68,68,Nattika,https://www.ceo.kerala.gov.in/pdf/form20/068.pdf
2011,7,Thrissur,69,69,Kaipamangalam,https://www.ceo.kerala.gov.in/pdf/form20/069.pdf
2011,7,Thrissur,70,70,Irinjalakkuda,https://www.ceo.kerala.gov.in/pdf/form20/070.pdf
2011,7,Thrissur,71,71,Puthukkad,https://www.ceo.kerala.gov.in/pdf/form20/071.pdf
2011,7,Thrissur,72,72,Chalakkudy,https://www.ceo.kerala.gov.in/pdf/form20/072.pdf
2011,7,Thrissur,73,73,Kodungallur,https://www.ceo.kerala.gov.in/pdf/form20/073.pdf
2011,8,Ernakulam,74,74,Perumbavoor,https://www.ceo.kerala.gov.in/pdf/form20/074.pdf
2011,8,Ernakulam,75,75,Angamaly,https://www.ceo.kerala.gov.in/pdf/form20/075.pdf
2011,8,Ernakulam,76,76,Aluva,https://www.ceo.kerala.gov.in/pdf/form20/076.pdf
2011,8,Ernakulam,77,77,Kalamassery,https://www.ceo.kerala.gov.in/pdf/form20/077.pdf
2011,8,Ernakulam,78,78,Paravur,https://www.ceo.kerala.gov.in/pdf/form20/078.pdf
2011,8,Ernakulam,79,79,Vypen,https://www.ceo.kerala.gov.in/pdf/form20/079.pdf
2011,8,Ernakulam,80,80,Kochi,https://www.ceo.kerala.gov.in/pdf/form20/080.pdf
2011,8,Ernakulam,81,81,Thripunithura,https://www.ceo.kerala.gov.in/pdf/form20/081.pdf
2011,8,Ernakulam,82,82,Eranakulam,https://www.ceo.kerala.gov.in/pdf/form20/082.pdf
2011,8,Ernakulam,83,83,Thrikkakara,https://www.ceo.kerala.gov.in/pdf/form20/083.pdf
2011,8,Ernakulam,84,84,Kunnathunad,https://www.ceo.kerala.gov.in/pdf/form20/084.pdf
2011,8,Ernakulam,85,85,Piravom,https://www.ceo.kerala.gov.in/pdf/form20/085.pdf
2011,8,Ernakulam,86,86,Muvattupuzha,https://www.ceo.kerala.gov.in/pdf/form20/086.pdf
2011,8,Ernakulam,87,87,Kothamangalam,https://www.ceo.kerala.gov.in/pdf/form20/087.pdf
2011,9,Idukki,88,88,Devikulam,https://www.ceo.kerala.gov.in/pdf/form20/088.pdf
2011,9,Idukki,89,89,Udumbanchola,https://www.ceo.kerala.gov.in/pdf/form20/089.pdf
2011,9,Idukki,90,90,Thodupuzha,https://www.ceo.kerala.gov.in/pdf/form20/090.pdf
2011,9,Idukki,91,91,Idukki,https://www.ceo.kerala.gov.in/pdf/form20/091.pdf
2011,9,Idukki,92,92,Peerumade,https://www.ceo.kerala.gov.in/pdf/form20/092.pdf
2011,10,Kottayam,93,93,Pala,https://www.ceo.kerala.gov.in/pdf/form20/093.pdf
2011,10,Kottayam,94,94,Kaduthuruthy,https://www.ceo.kerala.gov.in/pdf/form20/094.pdf
2011,10,Kottayam,95,95,Vaikom,https://www.ceo.kerala.gov.in/pdf/form20/095.pdf
2011,10,Kottayam,96,96,Ettumanoor,https://www.ceo.kerala.gov.in/pdf/form20/096.pdf
2011,10,Kottayam,97,97,Kottayam,https://www.ceo.kerala.gov.in/pdf/form20/097.pdf
2011,10,Kottayam,98,98,Puthuppally,https://www.ceo.kerala.gov.in/pdf/form20/098.pdf
2011,10,Kottayam,99,99,Changanassery,https://www.ceo.kerala.gov.in/pdf/form20/099.pdf
2011,10,Kottayam,100,100,Kanjirappally,https://www.ceo.kerala.gov.in/pdf/form20/100.pdf
2011,10,Kottayam,101,101,Poonjar,https://www.ceo.kerala.gov.in/pdf/form20/101.pdf
2011,11,Alappuzha,102,102,Aroor,https://www.ceo.kerala.gov.in/pdf/form20/102.pdf
2011,11,Alappuzha,103,103,Cherthala,https://www.ceo.kerala.gov.in/pdf/form20/103.pdf
2011,11,Alappuzha,104,104,Alappuzha,https://www.ceo.kerala.gov.in/pdf/form20/104.pdf
2011,11,Alappuzha,105,105,Ambalapuzha,https://www.ceo.kerala.gov.in/pdf/form20/105.pdf
2011,11,Alappuzha,106,106,Kuttanad,https://www.ceo.kerala.gov.in/pdf/form20/106.pdf
2011,11,Alappuzha,107,107,Haripad,https://www.ceo.kerala.gov.in/pdf/form20/107.pdf
2011,11,Alappuzha,108,108,Kayamkulam,https://www.ceo.kerala.gov.in/pdf/form20/108.pdf
2011,11,Alappuzha,109,109,Mavelikara,https://www.ceo.kerala.gov.in/pdf/form20/109.pdf
2011,11,Alappuzha,110,110,Chengannur,https://www.ceo.kerala.gov.in/pdf/form20/110.pdf
2011,12,Pathanamthitta,111,111,Thiruvalla,https://www.ceo.kerala.gov.in/pdf/form20/111.pdf
2011,12,Pathanamthitta,112,112,Ranni,https://www.ceo.kerala.gov.in/pdf/form20/112.pdf
2011,12,Pathanamthitta,113,113,Aranmula,https://www.ceo.kerala.gov.in/pdf/form20/113.pdf
2011,12,Pathanamthitta,114,114,Konni,https://www.ceo.kerala.gov.in/pdf/form20/114.pdf
2011,12,Pathanamthitta,115,115,Adoor,https://www.ceo.kerala.gov.in/pdf/form20/115.pdf
2011,13,Kollam,116,116,Karunagappally,https://www.ceo.kerala.gov.in/pdf/form20/116.pdf
2011,13,Kollam,117,117,Chavara,https://www.ceo.kerala.gov.in/pdf/form20/117.pdf
2011,13,Kollam,118,118,Kunnathur,https://www.ceo.kerala.gov.in/pdf/form20/118.pdf
2011,13,Kollam,119,119,Kottarakkara,https://www.ceo.kerala.gov.in/pdf/form20/119.pdf
2011,13,Kollam,120,120,Pathanapuram,https://www.ceo.kerala.gov.in/pdf/form20/120.pdf
2011,13,Kollam,121,121,Punalur,https://www.ceo.kerala.gov.in/pdf/form20/121.pdf
2011,13,Kollam,122,122,Chadayamangalam,https://www.ceo.kerala.gov.in/pdf/form20/122.pdf
2011,13,Kollam,123,123,Kundara,https://www.ceo.kerala.gov.in/pdf/form20/123.pdf
2011,13,Kollam,124,124,Kollam,https://www.ceo.kerala.gov.in/pdf/form20/124.pdf
2011,13,Kollam,125,125,Eravipuram,https://www.ceo.kerala.gov.in/pdf/form20/125.pdf
2011,13,Kollam,126,126,Chathannur,https://www.ceo.kerala.gov.in/pdf/form20/126.pdf
2011,14,Thiruvananthapuram,127,127,Varkala,https://www.ceo.kerala.gov.in/pdf/form20/127.pdf
2011,14,Thiruvananthapuram,128,128,Attingal,https://www.ceo.kerala.gov.in/pdf/form20/128.pdf
2011,14,Thiruvananthapuram,129,129,Chirayinkeezhu,https://www.ceo.kerala.gov.in/pdf/form20/129.pdf
2011,14,Thiruvananthapuram,130,130,Nedumangad,https://www.ceo.kerala.gov.in/pdf/form20/130.pdf
2011,14,Thiruvananthapuram,131,131,Vamanapuram,https://www.ceo.kerala.gov.in/pdf/form20/131.pdf
2011,14,Thiruvananthapuram,132,132,Kazhakkoottam,https://www.ceo.kerala.gov.in/pdf/form20/132.pdf
2011,14,Thiruvananthapuram,133,133,Vattiyoorkavu,https://www.ceo.kerala.gov.in/pdf/form20/133.pdf
2011,14,Thiruvananthapuram,134,134,Thiruvananthapuram,https://www.ceo.kerala.gov.in/pdf/form20/134.pdf
2011,14,Thiruvananthapuram,135,135,Nemom,https://www.ceo.kerala.gov.in/pdf/form20/135.pdf
2011,14,Thiruvananthapuram,136,136,Aruvikkara,https://www.ceo.kerala.gov.in/pdf/form20/136.pdf
2011,14,Thiruvananthapuram,137,137,Parassala,https://www.ceo.kerala.gov.in/pdf/form20/137.pdf
2011,14,Thiruvananthapuram,138,138,Kattakkada,https://www.ceo.kerala.gov.in/pdf/form20/138.pdf
2011,14,Thiruvananthapuram,139,139,Kovalam,https://www.ceo.kerala.gov.in/pdf/form20/139.pdf
2011,14,Thiruvananthapuram,140,140,Neyyattinkara,https://www.ceo.kerala.gov.in/pdf/form20/140.pdf
