year,district,constituency_id,constituency_number,constituency,candidate,party,votes,vote_share,is_winner,source_url
2011,Ernakulam,86,86,Muvattupuzha,JOSEPH VAZHAKKAN,INC,58012,49.8981,True,https://www.ceo.kerala.gov.in/pdf/form20/086.pdf
2011,Ernakulam,86,86,Muvattupuzha,BABU PAUL,CPI,52849,45.4572,False,https://www.ceo.kerala.gov.in/pdf/form20/086.pdf
2011,Ernakulam,86,86,Muvattupuzha,JIJI JOSEPH,BJP,4367,3.7562,False,https://www.ceo.kerala.gov.in/pdf/form20/086.pdf
2011,Ernakulam,86,86,Muvattupuzha,BIJU SREEDHARAN,OTH,546,0.4696,False,https://www.ceo.kerala.gov.in/pdf/form20/086.pdf
2011,Ernakulam,86,86,Muvattupuzha,BOBBY KALLOOR,UNKNOWN,487,0.4189,False,https://www.ceo.kerala.gov.in/pdf/form20/086.pdf
